568,1910
569,754
570,694
571,1523
572,688
573,1179
574,530
575,632
576,78
577,1825
578,383
579,373
580,1668
581,111
582,285
583,1753
584,240
585,1888
586,1972
587,1700
588,1431
589,1634
590,320
591,1921
592,1156
593,1887
594,501
595,525
596,727
597,1333
598,594
599,1893
600,1695
601,283
602,524
603,315
604,184
605,506
606,1362
607,594
608,554
609,1930
610,1505
611,846
612,334
613,894
614,365
615,355
616,1212
617,32
618,605
619,1677
620,445
621,687
622,552
623,1112
624,379
625,1926
626,433
627,387
628,976
629,528
630,1093
631,1630
632,475
633,1881
634,988
635,233
636,232
637,1813
638,570
639,1215
640,1714
641,1895
642,1784
643,1825
644,1566
645,446
646,810
647,504
648,1672
649,1467
650,1508
651,1241
652,1505
653,1484
654,1613
655,831
656,950
657,836
658,268
659,806
660,1239
661,1389
662,1091
663,1864
664,1610
665,419
666,1643
667,1582
668,585
669,806
670,1248
671,775
672,1109
673,510
674,514
675,1140
676,580
677,445
678,1889
679,759
680,1432
681,909
682,396
683,745
684,876
685,562
686,971
687,539
688,1248
689,1941
690,1352
691,117
692,295
693,34
694,780
695,1343
696,942
697,36
698,1596
699,965
700,1340
701,291
702,605
703,1630
704,1531
705,366
706,587
707,1221
708,1419
709,700
710,992
711,1274
712,1074
713,749
714,1841
715,816
716,1568
717,609
718,1585
719,990
720,40
721,343
722,167
723,458
724,548
725,533
726,44
727,1929
728,1075
729,1153
730,1896
731,656
732,1959
733,1829
734,1633
735,278
736,1378
737,602
738,1073
739,317
740,543
741,695
742,1950
743,1688
744,679
745,1884
746,227
747,1653
748,1772
749,1270
750,124
751,1963
752,186
753,182
754,442
755,1016
756,229
757,1329
758,1884
759,1404
760,694
761,790
762,1936
763,1079
764,1916
765,1687
766,301
767,102
768,615
769,1206
770,1980
771,62
772,882
773,343
774,1090
775,1062
776,7
777,1793
778,1149
779,1765
780,833
781,212
782,1965
783,1667
784,1698
785,582
786,870
787,74
788,1789
789,1200
790,1690
791,1941
792,96
793,892
794,275
795,1584
796,956
797,1126
798,1606
799,1952
800,1535
801,993
802,105
803,653
804,991
805,1839
806,1492
807,206
808,764
809,1696
810,1623
811,1277
812,1785
813,1169
814,1912
815,1332
816,313
817,379
818,1537
819,1012
820,73
821,101
822,1083
823,888
824,119
825,1815
826,343
827,1384
828,1617
829,251
830,1953
831,1924
832,1938
833,951
834,1064
835,497
836,1293
837,874
838,372
839,440
840,308
841,1545
842,438
843,541
844,1662
845,1558
846,813
847,193
848,711
849,273
850,446
851,1716
852,1461
853,463
854,347
855,99
856,545
857,1963
858,1752
859,192
860,1098
861,522
862,117
863,371
864,347
865,1121
866,518
867,1940
868,1623
869,1548
870,1861
871,1506
872,1383
873,1141
874,1003
875,847
876,15
877,388
878,240
879,1810
880,559
881,13
882,957
883,1650
884,529
885,515
886,472
887,3
888,614
889,1195
890,1463
891,1929
892,535
893,841
894,664
895,1973
896,1961
897,927
898,1911
899,880
900,1937
901,977
902,817
903,1332
904,1046
905,1388
906,916
907,490
908,1168
909,552
910,33
911,1520
912,372
913,1726
914,185
915,751
916,1119
917,83
918,1966
919,1656
920,1727
921,1522
922,57
923,617
924,1017
925,886
926,1993
927,1546
928,1062
929,1587
930,819
931,1048
932,1317
933,1171
934,1648
935,424
936,321
937,1590
938,1112
939,137
940,113
941,131
942,872
943,563
944,1570
945,177
946,212
947,1986
948,699
949,1603
950,1686
951,1639
952,649
953,1666
954,1059
955,1463
956,149
957,138
958,383
959,703
960,1200
961,409
962,554
963,966
964,1521
965,862
966,999
967,783
968,1720
969,1588
970,571
971,152
972,298
973,1750
974,1177
975,1215
976,1409
977,995
978,167
979,1742
980,1724
981,267
982,1306
983,1391
984,307
985,0
986,855
987,187
988,691
989,226
990,1361
991,624
992,1030
993,373
994,1804
995,570
996,1378
997,368
998,387
999,1433
1000,1516
